Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Price
HDD,,Hitachi,HDT721064SLA360 640GB,362,46.9,3012,https://hdd.userbenchmark.com/SpeedTest/6072/Hitachi-HDT721064SLA360,116
HDD,WD10J31X,WD,Blue SSHD 1TB (2015),468,42.1,767,https://hdd.userbenchmark.com/SpeedTest/31760/WDC-WD10J31X-00U3VT0,116
HDD,ST2000DX002,Seagate,FireCuda SSHD 2TB (2016),60,83.9,109158,https://hdd.userbenchmark.com/Seagate-FireCuda-SSHD-2TB-2016/Rating/3903,115
HDD,,WD,WD6402AAEX-00Z3A0 640GB,220,57.6,5544,https://hdd.userbenchmark.com/SpeedTest/1783/WDC-WD6402AAEX-00Z3A0,115
HDD,WD10EALS,WD,Blue 1TB (2010),248,55.5,9475,https://hdd.userbenchmark.com/WD-Blue-1TB-2010/Rating/1780,115
HDD,HDWE140XZSTA,Toshiba,X300 4TB,45,86.6,18849,https://hdd.userbenchmark.com/Toshiba-X300-4TB/Rating/3592,113
HDD,HDWE140EZSTA,Toshiba,X300 4TB,45,86.6,18849,https://hdd.userbenchmark.com/Toshiba-X300-4TB/Rating/3592,113
HDD,HDWA130XZSTA,Toshiba,E300 3TB,131,70.2,1031,https://hdd.userbenchmark.com/Toshiba-E300-3TB/Rating/3596,113
HDD,HDWA130EZSTA,Toshiba,E300 3TB,131,70.2,1031,https://hdd.userbenchmark.com/Toshiba-E300-3TB/Rating/3596,113
HDD,,Hitachi,HTS721010A9E6300 1TB,233,56.5,1365,https://hdd.userbenchmark.com/SpeedTest/11219/HGST-HTS721010A9E6300,113
HDD,,Seagate,ST3640323AS 640GB,289,51.6,2394,https://hdd.userbenchmark.com/SpeedTest/3064/ST3640323AS,112
HDD,HD103UJ,Samsung,Spinpoint F1 1TB,364,46.9,45450,https://hdd.userbenchmark.com/SpeedTest/413/SAMSUNG-HD103UJ,112
HDD,,WD,WD15EVDS-73V9B1 1.5TB,464,42.4,1727,https://hdd.userbenchmark.com/SpeedTest/6540/WDC-WD15EVDS-73V9B1,112
HDD,,Toshiba,MK6465GSX 640GB,591,35.1,3716,https://hdd.userbenchmark.com/SpeedTest/994/TOSHIBA-MK6465GSX,112
HDD,WD2005FBYZ,WD,Gold 2TB (2016),22,91.4,4165,https://hdd.userbenchmark.com/SpeedTest/206650/WDC-WD2005FBYZ-01YCBB1,110
HDD,ST1000LM014,Seagate,Laptop SSHD 2.5 (32GB NAND) 1TB,269,53.6,467,https://hdd.userbenchmark.com/Seagate-Laptop-SSHD-25--32GB-NAND-1TB/Rating/3600,110
HDD,ST500LX025,Seagate,FireCuda 2.5 500GB,454,42.9,1735,https://hdd.userbenchmark.com/SpeedTest/208729/ST500LX025-1U717D,109
HDD,,Hitachi,HTS547564A9E384 640GB,585,35.3,12419,https://hdd.userbenchmark.com/SpeedTest/953/Hitachi-HTS547564A9E384,109
HDD,,Hitachi,HDS723015BLA642 1.5TB,194,59.8,2585,https://hdd.userbenchmark.com/SpeedTest/1237/Hitachi-HDS723015BLA642,106
HDD,,Seagate,ST2000DL 004 HD204UI 2TB,222,57.5,156,https://hdd.userbenchmark.com/SpeedTest/7858/ST2000DL-004-HD204UI,106
HDD,,Samsung,HD155UI 1.5TB,261,54.1,956,https://hdd.userbenchmark.com/SpeedTest/6951/SAMSUNG-HD155UI,106
HDD,,,GB0250EAFYK 250GB,284,52,585,https://hdd.userbenchmark.com/SpeedTest/5794/GB0250EAFYK,106
HDD,ST1500DL003,Seagate,Barracuda Green 1.5TB,270,53.4,16837,https://hdd.userbenchmark.com/SpeedTest/2196/ST1500DL003-9VT16L,103
HDD,,Samsung,HD502HI 500GB,380,46.1,21423,https://hdd.userbenchmark.com/SpeedTest/1270/SAMSUNG-HD502HI,103
HDD,,Seagate,ST9320421ASG 320GB,588,35.2,303,https://hdd.userbenchmark.com/SpeedTest/10280/ST9320421ASG,103
HDD,HD103SJ,Samsung,Spinpoint F3 1TB,193,59.8,130031,https://hdd.userbenchmark.com/Samsung-Spinpoint-F3-1TB/Rating/1848,102
HDD,,Toshiba,MK7559GSXP 750GB,492,40.8,5157,https://hdd.userbenchmark.com/SpeedTest/3733/TOSHIBA-MK7559GSXP,102
HDD,WD40PURZ,WD,Purple Surveillance 4TB (2017),63,83.1,4910,https://hdd.userbenchmark.com/SpeedTest/433989/WDC-WD40PURZ-85T,101
HDD,MQ01ABD100H,Toshiba,Notebook SSHD 2.5 1TB,212,58,2548,https://hdd.userbenchmark.com/Toshiba-Notebook-SSHD-25--1TB/Rating/1957,101
HDD,WD1002F9YZ,WD,Se 1TB (2013),83,79.7,1667,https://hdd.userbenchmark.com/SpeedTest/11078/WDC-WD1002F9YZ-09H1JL0,100
HDD,,Samsung,HD103SM 1TB,175,63.1,786,https://hdd.userbenchmark.com/SpeedTest/3901/SAMSUNG-HD103SM,100
HDD,,Seagate,FA GoFlex Desk 2TB,316,49.6,73,https://hdd.userbenchmark.com/SpeedTest/9703/Seagate-FA-GoFlex-Desk,100
HDD,WD5000AADS,WD,Green 500GB (2009),476,41.5,54290,https://hdd.userbenchmark.com/SpeedTest/1125/WDC-WD5000AADS-00S9B0,100
HDD,ST2000DM001,Seagate,Barracuda 7200.14 2TB,28,89.5,692552,https://hdd.userbenchmark.com/Seagate-Barracuda-720014-2TB/Rating/1619,99
HDD,,Seagate,ST3750330NS 750GB,348,47.6,877,https://hdd.userbenchmark.com/SpeedTest/8704/ST3750330NS,99
HDD,,Seagate,ST3750330AS 750GB,358,47.1,3066,https://hdd.userbenchmark.com/SpeedTest/1776/ST3750330AS,99
HDD,WD10EADS,WD,Green 1TB (2009),422,44.4,86384,https://hdd.userbenchmark.com/SpeedTest/362/WDC-WD10EADS-00L5B1,98
HDD,WD7500AAKS,WD,Blue 750GB (2008),474,41.8,3220,https://hdd.userbenchmark.com/SpeedTest/2292/WDC-WD7500AAKS-00RBA0,98
HDD,,WD,WD30EZRS-00J99B0 3TB,234,56.3,2466,https://hdd.userbenchmark.com/SpeedTest/3380/WDC-WD30EZRS-00J99B0,97
HDD,,WD,WD1001FALS-00U9B0 1TB,257,54.5,3162,https://hdd.userbenchmark.com/SpeedTest/2730/WDC-WD1001FALS-00U9B0,97
HDD,,Seagate,ST32000641AS 2TB,202,59,11181,https://hdd.userbenchmark.com/SpeedTest/1130/ST32000641AS,95
HDD,ST31500341AS,Seagate,Barracuda 7200.11 1.5TB,243,56.1,36077,https://hdd.userbenchmark.com/SpeedTest/864/ST31500341AS,95
HDD,,Toshiba,MK3261GSY 320GB,361,47,468,https://hdd.userbenchmark.com/SpeedTest/694/TOSHIBA-MK3261GSY,95
HDD,WD20EADS,WD,Green 2TB (2009),370,46.4,9760,https://hdd.userbenchmark.com/SpeedTest/1732/WDC-WD20EADS-11R6B1,95
HDD,WD2500AAJS,WD,Blue 250GB (2007),525,39.4,34069,https://hdd.userbenchmark.com/SpeedTest/1491/WDC-WD2500AAJS-22L7A0,95
HDD,,WD,WD1501FASS-00U0B 1.5TB,172,63.4,1063,https://hdd.userbenchmark.com/SpeedTest/6711/WDC-WD1501FASS-00U0B,93
HDD,WD10EALX,WD,Blue 1TB (2010),226,57.3,45867,https://hdd.userbenchmark.com/WD-Blue-1TB-2010/Rating/2023,93
HDD,,Hitachi,HDS721050CLA362 500GB,244,55.9,37893,https://hdd.userbenchmark.com/SpeedTest/2062/Hitachi-HDS721050CLA362,93
HDD,ST4000VN008,Seagate,IronWolf 4TB (2016),11,94.5,12543,https://hdd.userbenchmark.com/Seagate-IronWolf-4TB-2016/Rating/3906,92
HDD,ST3000VN007,Seagate,IronWolf 3TB (2016),51,85.2,2815,https://hdd.userbenchmark.com/Seagate-IronWolf-3TB-2016/Rating/3905,92
HDD,,Hitachi,HDS5C3030ALA630 3TB,227,57,2122,https://hdd.userbenchmark.com/SpeedTest/3627/Hitachi-HDS5C3030ALA630,92
HDD,,WD,WD15EURS-63S48Y0 1.5TB,382,46,437,https://hdd.userbenchmark.com/SpeedTest/7870/WDC-WD15EURS-63S48Y0,92
HDD,WD7500LPCX,WD,Blue 2.5 750GB (2013),463,42.4,918,https://hdd.userbenchmark.com/SpeedTest/7349/WDC-WD7500LPCX-80HWST0,92
HDD,WD5000BPVT,WD,Blue 2.5 500GB (2010),582,35.4,27302,https://hdd.userbenchmark.com/SpeedTest/2839/WDC-WD5000BPVT-75HXZT3,92
HDD,WD05PURZ,WD,Purple Surveillance 500GB (2017),279,52.5,9,https://hdd.userbenchmark.com/SpeedTest/430589/WDC-WD05PURZ-85U8XY0,91
HDD,,Toshiba,MK5056GSY 500GB,489,41.1,2625,https://hdd.userbenchmark.com/SpeedTest/2645/TOSHIBA-MK5056GSY,91
HDD,WD40EZRZ,WD,Blue 4TB (2015),71,81.6,92103,https://hdd.userbenchmark.com/WD-Blue-4TB-2015/Rating/3523,90
HDD,,WD,WD20EURX 2TB,139,68.3,8177,https://hdd.userbenchmark.com/SpeedTest/6121/WDC-WD20EURX-64H,90
HDD,ST1000LM014,Seagate,Laptop SSHD 2.5 1TB,338,48.3,50318,https://hdd.userbenchmark.com/Seagate-Laptop-SSHD-25--1TB/Rating/1804,90
HDD,HD203WI,Samsung,Spinpoint F3 2TB,399,45.1,3239,https://hdd.userbenchmark.com/SpeedTest/640/SAMSUNG-HD203WI,90
HDD,,WD,WD10EVDS-63N5B1 1TB,460,42.6,2108,https://hdd.userbenchmark.com/SpeedTest/4828/WDC-WD10EVDS-63N5B1,90
HDD,,Hitachi,HDS721075KLA330 750GB,544,38.3,3488,https://hdd.userbenchmark.com/SpeedTest/1370/Hitachi-HDS721075KLA330,90
HDD,WD1005FBYZ,WD,Gold 1TB (2016),39,88.2,2398,https://hdd.userbenchmark.com/SpeedTest/204853/WDC-WD1005FBYZ-01YCBB1,89
HDD,WD30PURZ,WD,Purple Surveillance 3TB (2017),85,79.4,2052,https://hdd.userbenchmark.com/SpeedTest/329567/WDC-WD30PURZ-85GU6Y0,89
HDD,WD7500AZRX,WD,Green 750GB (2012),295,50.9,1126,https://hdd.userbenchmark.com/SpeedTest/1925/WDC-WD7500AZRX-00A8LB0,89
HDD,,Seagate,ST2000VM003-1CT164 2TB,84,79.4,13228,https://hdd.userbenchmark.com/SpeedTest/7562/ST2000VM003-1CT164,87
HDD,,Seagate,ST4000DM 000-1CD168 4TB,99,77,15,https://hdd.userbenchmark.com/SpeedTest/2310/ST4000DM-000-1CD168,87
HDD,WD20EFRX,WD,Red 2TB (2012),143,68.1,48368,https://hdd.userbenchmark.com/WD-Red-2TB-2012/Rating/1789,87
HDD,,Seagate,Expansion Desk 4TB,176,62.8,16641,https://hdd.userbenchmark.com/SpeedTest/7034/Seagate-Expansion-Desk,87
HDD,,Seagate,Backup+ Desk 4TB,187,61.1,1431,https://hdd.userbenchmark.com/SpeedTest/3619/Seagate-Backup--Desk,87
HDD,,WD,WD7502AAEX-00Y9A0 750GB,207,58.4,4079,https://hdd.userbenchmark.com/SpeedTest/1200/WDC-WD7502AAEX-00Y9A0,87
HDD,,Hitachi,HDS5C4040ALE630 4TB,208,58.3,1000,https://hdd.userbenchmark.com/SpeedTest/2257/Hitachi-HDS5C4040ALE630,87
HDD,,Seagate,ST3750330SV 750GB,374,46.3,134,https://hdd.userbenchmark.com/SpeedTest/10527/ST3750330SV,87
HDD,WD30EZRZ,WD,Blue 3TB (2015),114,72.9,53584,https://hdd.userbenchmark.com/WD-Blue-3TB-2015/Rating/3522,86
HDD,,Seagate,STM31000528AS 1TB,278,52.7,997,https://hdd.userbenchmark.com/SpeedTest/4190/STM31000528AS,86
HDD,WD10JFCX,WD,Red 2.5 1TB (2013),336,48.5,1679,https://hdd.userbenchmark.com/SpeedTest/2756/WDC-WD10JFCX-68N6GN0,86
HDD,,Seagate,ST3250820NS 250GB,598,34.9,234,https://hdd.userbenchmark.com/SpeedTest/11777/ST3250820NS,86
HDD,,Samsung,HM501II 500GB,603,34.7,920,https://hdd.userbenchmark.com/SpeedTest/8100/SAMSUNG-HM501II,86
HDD,,WD,WD45 00HLHX-01JJPV0 450GB,166,64.8,58,https://hdd.userbenchmark.com/SpeedTest/7176/WDC-WD45-00HLHX-01JJPV0,85
HDD,,WD,WD3000HLHX-01JJPV0 300GB,167,64.8,2664,https://hdd.userbenchmark.com/SpeedTest/3987/WDC-WD3000HLHX-01JJPV0,85
HDD,,Seagate,ST31500341AS 1.5TB,268,53.6,99,https://hdd.userbenchmark.com/SpeedTest/6611/Seagate-ST31500341AS,85
HDD,ST3250318AS,Seagate,Barracuda 7200.12 250GB,312,49.7,41573,https://hdd.userbenchmark.com/SpeedTest/169/ST3250318AS,85
HDD,MQ02ABD100H,Toshiba,Notebook SSHD 2.5 1TB,340,48.2,23902,https://hdd.userbenchmark.com/SpeedTest/24488/TOSHIBA-MQ02ABD100H,85
HDD,ST1000LX015,Seagate,FireCuda 2.5 1TB,386,45.9,102780,https://hdd.userbenchmark.com/SpeedTest/193028/ST1000LX015-1U7172,85
HDD,,Seagate,ST31500541AS 1.5TB,413,44.6,8101,https://hdd.userbenchmark.com/SpeedTest/667/ST31500541AS,85
HDD,,WD,WD20EURS-63S48Y0 2TB,251,55.2,8699,https://hdd.userbenchmark.com/SpeedTest/2441/WDC-WD20EURS-63S48Y0,84
HDD,,WD,WD2002FYPS-01U1B0 2TB,307,50.3,5145,https://hdd.userbenchmark.com/SpeedTest/3788/WDC-WD2002FYPS-01U1B0,84
HDD,,Hitachi,HDS5C1050CLA382 500GB,429,44.2,2455,https://hdd.userbenchmark.com/SpeedTest/4543/Hitachi-HDS5C1050CLA382,84
HDD,,Hitachi,HDT721025SLA380 250GB,555,37.5,1682,https://hdd.userbenchmark.com/SpeedTest/2907/Hitachi-HDT721025SLA380,84
HDD,,WD,WD4500HLHX-01JJPV0 450GB,152,67.2,752,https://hdd.userbenchmark.com/SpeedTest/8988/WDC-WD4500HLHX-01JJPV0,83
HDD,ST4000VX007,Seagate,SkyHawk 4TB (2016),35,88.6,4873,https://hdd.userbenchmark.com/SpeedTest/215593/ST4000VX007-2DT166,82
HDD,ST2000VX008,Seagate,SkyHawk 2TB (2016),68,82,5852,https://hdd.userbenchmark.com/SpeedTest/211060/ST2000VX008-2E3164,82
HDD,WD15EARX,WD,Green 1.5TB (2011),363,46.9,6426,https://hdd.userbenchmark.com/SpeedTest/4721/WDC-WD15EARX-22PASB0,82
HDD,PH3300U-1I72,Toshiba,MD04ACA300 3TB,86,79.3,129,https://hdd.userbenchmark.com/SpeedTest/31118/TOSHIBA-MD04ACA300,81
HDD,ST2000VN004,Seagate,IronWolf 2TB (2016),64,83,3511,https://hdd.userbenchmark.com/SpeedTest/245098/ST2000VN004-2E4164,80
HDD,,Samsung,HD322HJ 320GB,393,45.5,39328,https://hdd.userbenchmark.com/SpeedTest/1377/SAMSUNG-HD322HJ,80
HDD,WD5000BEKT,WD,Black 2.5 500GB (2010),406,44.9,4250,https://hdd.userbenchmark.com/SpeedTest/2241/WDC-WD5000BEKT-22KA9T0,80
HDD,WD5000LPVT,WD,Blue 2.5 500GB (2012),407,44.9,13435,https://hdd.userbenchmark.com/SpeedTest/241/WDC-WD5000LPVT-22G33T0,80
HDD,,Seagate,ST750LM000-1EJ16G 750GB,450,42.9,962,https://hdd.userbenchmark.com/SpeedTest/10621/ST750LM000-1EJ16G,80
HDD,WD20PURX,WD,Purple 2TB (2014),158,66.5,12847,https://hdd.userbenchmark.com/WD-Purple-2TB-2014/Rating/2662,79
HDD,ST2000DL003,Seagate,Barracuda Green 2TB,195,59.8,68058,https://hdd.userbenchmark.com/SpeedTest/979/ST2000DL003-9VT166,79
HDD,,Seagate,ST3500820AS 500GB,356,47.2,3790,https://hdd.userbenchmark.com/SpeedTest/3950/ST3500820AS,79
HDD,ST1000LM024,Seagate,Momentus 2.5 1TB,456,42.7,238506,https://hdd.userbenchmark.com/SpeedTest/130/ST1000LM024-HN-M101MBB,79
HDD,WD7501AALS,WD,Black 750GB (2008),299,50.8,9460,https://hdd.userbenchmark.com/SpeedTest/1987/WDC-WD7501AALS-00J7B0,78
HDD,HTS541010A9E680,HGST,Travelstar 5K1000 2.5 1TB,451,42.9,121755,https://hdd.userbenchmark.com/SpeedTest/72/HGST-HTS541010A9E680,78
HDD,,WD,WD30EURS-63SPKY0 3TB,179,62.4,2850,https://hdd.userbenchmark.com/SpeedTest/1387/WDC-WD30EURS-63SPKY0,77
HDD,,Hitachi,HTS725050A7E630 500GB,260,54.4,40957,https://hdd.userbenchmark.com/SpeedTest/386/HGST-HTS725050A7E630,77
HDD,,Seagate,ST9320421AS 320GB,560,36.9,879,https://hdd.userbenchmark.com/SpeedTest/6523/ST9320421AS,77
HDD,,Hitachi,HDP725050GLAT80 500GB,572,36.2,140,https://hdd.userbenchmark.com/SpeedTest/2621/Hitachi-HDP725050GLAT80,77
HDD,,Toshiba,MK3256GSY 320GB,589,35.2,1418,https://hdd.userbenchmark.com/SpeedTest/5782/TOSHIBA-MK3256GSY,77
HDD,WD5003AZEX,WD,Black 500GB (2012),74,81.4,17878,https://hdd.userbenchmark.com/SpeedTest/2070/WDC-WD5003AZEX-00K1GA0,76
HDD,ST8000DM004,Seagate,Barracuda 8TB (2017),129,70.7,16501,https://hdd.userbenchmark.com/SpeedTest/323996/ST8000DM004-2CX188,76
HDD,ST4000DM004,Seagate,Barracuda 4TB (2017),130,70.6,110366,https://hdd.userbenchmark.com/SpeedTest/243570/ST4000DM004-2CV104,76
HDD,ST3000DM007,Seagate,Barracuda 3TB (2017),141,68.2,18226,https://hdd.userbenchmark.com/SpeedTest/337813/ST3000DM007-1WY10G,76
HDD,WD1003FZEX,WD,Black 1TB (2013),58,84.1,182137,https://hdd.userbenchmark.com/WD-Black-1TB-2013/Rating/1822,75
HDD,,Samsung,HE103UJ 1TB,309,50.1,797,https://hdd.userbenchmark.com/SpeedTest/5305/SAMSUNG-HE103UJ,75
HDD,ST9500420AS,Seagate,Momentus 2.5 500GB,453,42.9,39665,https://hdd.userbenchmark.com/SpeedTest/785/ST9500420AS,75
HDD,WD2500BEKT,WD,Black 2.5 250GB (2010),537,38.6,7416,https://hdd.userbenchmark.com/SpeedTest/4008/WDC-WD2500BEKT-00PVM,75
HDD,,WD,WD1001FAES-60Z2A0 1TB,230,56.9,7867,https://hdd.userbenchmark.com/SpeedTest/3129/WDC-WD1001FAES-60Z2A0,74
HDD,WD1001X06X,WD,Black2 2.5 1.120 TB (2013),342,48.1,1506,https://hdd.userbenchmark.com/SpeedTest/5448/WDC-WD1001X06X-00SJVT0,74
HDD,,Samsung,HD322GJ 320GB,190,60.3,7926,https://hdd.userbenchmark.com/SpeedTest/3922/SAMSUNG-HD322GJ,73
HDD,,Seagate,ST9750422AS 750GB,294,50.9,724,https://hdd.userbenchmark.com/SpeedTest/6425/ST9750422AS,73
HDD,HDWD130XZSTA,Toshiba,P300 3TB,43,86.9,58081,https://hdd.userbenchmark.com/Toshiba-P300-3TB/Rating/3591,72
HDD,HDWD130EZSTA,Toshiba,P300 3TB,43,86.9,58081,https://hdd.userbenchmark.com/Toshiba-P300-3TB/Rating/3591,72
HDD,HDWD130UZSVA,Toshiba,P300 3TB,43,86.9,58081,https://hdd.userbenchmark.com/Toshiba-P300-3TB/Rating/3591,72
HDD,ST750LX003,Seagate,Momentus XT 7200 RPM 2.5 750GB,310,50.1,8228,https://hdd.userbenchmark.com/SpeedTest/840/ST750LX003-1AC154,71
HDD,ST1000VX005,Seagate,SkyHawk 1TB (2016),81,80,5372,https://hdd.userbenchmark.com/SpeedTest/225246/ST1000VX005-2EZ102,70
HDD,HDWA120XZSTA,Toshiba,E300 2TB,142,68.1,1589,https://hdd.userbenchmark.com/Toshiba-E300-2TB/Rating/3595,70
HDD,HDWA120EZSTA,Toshiba,E300 2TB,142,68.1,1589,https://hdd.userbenchmark.com/Toshiba-E300-2TB/Rating/3595,70
HDD,,Hitachi,HUA723020ALA640 2TB,151,67.2,6104,https://hdd.userbenchmark.com/SpeedTest/8994/Hitachi-HUA723020ALA640,70
HDD,WD10JPVT,WD,Blue 2.5 1TB (2011),349,47.5,14746,https://hdd.userbenchmark.com/SpeedTest/1109/WDC-WD10JPVT-75,70
HDD,WD25EZRX,WD,Green 2.5TB (2011),262,54,1079,https://hdd.userbenchmark.com/SpeedTest/3574/WDC-WD25EZRX-00MMMB0,69
HDD,WD7500BPKT,WD,Black 2.5 750GB (2011),263,54,16466,https://hdd.userbenchmark.com/SpeedTest/310/WDC-WD7500BPKT-60PK4T0,69
HDD,WD5000BPKT,WD,Black 2.5 500GB (2011),331,48.8,10618,https://hdd.userbenchmark.com/SpeedTest/2036/WDC-WD5000BPKT-60PK4T0,69
HDD,,Seagate,ST31000340AS 1TB,365,46.8,6217,https://hdd.userbenchmark.com/SpeedTest/206/ST31000340AS,69
HDD,,Samsung,HD103SI 1TB,368,46.5,36227,https://hdd.userbenchmark.com/SpeedTest/1110/SAMSUNG-HD103SI,69
HDD,WD3200AAKX,WD,Blue 320GB (2010),369,46.4,12504,https://hdd.userbenchmark.com/SpeedTest/2995/WDC-WD3200AAKX-001CA0,69
HDD,,Hitachi,HTS725050A9A364 500GB,457,42.7,6964,https://hdd.userbenchmark.com/SpeedTest/1690/Hitachi-HTS725050A9A364,69
HDD,,Hitachi,HTS725032A7E630 320GB,465,42.3,8193,https://hdd.userbenchmark.com/SpeedTest/5008/HGST-HTS725032A7E630,69
HDD,,Hitachi,HTS545050A7E380 500GB,488,41.1,55479,https://hdd.userbenchmark.com/SpeedTest/664/Hitachi-HTS545050A7E380,69
HDD,,WD,WD10EACS-00ZJB0 1TB,493,40.8,17167,https://hdd.userbenchmark.com/SpeedTest/1758/WDC-WD10EACS-00ZJB0,69
HDD,,WD,WD5000ABYS-01TNA0 500GB,545,38.3,1110,https://hdd.userbenchmark.com/SpeedTest/5181/WDC-WD5000ABYS-01TNA0,69
HDD,,Maxtor,STM3500630AS 500GB,569,36.4,3071,https://hdd.userbenchmark.com/SpeedTest/1780/MAXTOR-STM3500630AS,69
HDD,,Toshiba,DT01ACA200 2TB,41,87.8,242060,https://hdd.userbenchmark.com/Toshiba-DT01ACA200-2TB/Rating/2736,68
HDD,,Toshiba,DT01ACA300 3TB,52,84.9,70925,https://hdd.userbenchmark.com/Toshiba-DT01ACA300-3TB/Rating/2735,68
HDD,WD7500BPKX,WD,Black 2.5 750GB (2013),272,53.2,15664,https://hdd.userbenchmark.com/SpeedTest/1740/WDC-WD7500BPKX-80HPJ,68
HDD,,Hitachi,HTS725025A9A364 250GB,482,41.3,2211,https://hdd.userbenchmark.com/SpeedTest/6783/Hitachi-HTS725025A9A364,68
HDD,,Seagate,ST3360320AS 360GB,578,35.6,5175,https://hdd.userbenchmark.com/SpeedTest/1850/ST3360320AS,68
HDD,,Hitachi,HUA723020ALA641 2TB,150,67.3,19209,https://hdd.userbenchmark.com/SpeedTest/11019/Hitachi-HUA723020ALA641,67
HDD,ST320DM000,Seagate,Barracuda 7200.14 320GB,330,48.8,2830,https://hdd.userbenchmark.com/SpeedTest/2924/ST320DM000-1BD14C,67
HDD,,Toshiba,MK1059GSMP 1TB,584,35.3,1772,https://hdd.userbenchmark.com/SpeedTest/604/TOSHIBA-MK1059GSMP,67
HDD,ST1000NM0033,Seagate,Constellation ES.3 1TB,65,82.8,7133,https://hdd.userbenchmark.com/SpeedTest/7297/ST1000NM0033-9ZM173,66
HDD,WD20PURZ,WD,Purple Surveillance 2TB (2017),121,71.6,8111,https://hdd.userbenchmark.com/SpeedTest/306805/WDC-WD20PURZ-85GU6Y0,66
HDD,,Hitachi,HDT721032SLA 320GB,495,40.7,566,https://hdd.userbenchmark.com/SpeedTest/6947/Hitachi-HDT721032SLA,66
HDD,WD1503FYYS,WD,Re 1.5TB ,144,67.8,127,https://hdd.userbenchmark.com/SpeedTest/14718/WDC-WD1503FYYS-01T8B0,65
HDD,WD1003FBYZ,WD,Re 1TB (2013),184,61.5,2462,https://hdd.userbenchmark.com/SpeedTest/8573/WDC-WD1003FBYZ-010FB0,65
HDD,WD5003ABYX,WD,RE4 500GB (2010),186,61.1,9082,https://hdd.userbenchmark.com/SpeedTest/5856/WDC-WD5003ABYX-01WERA1,65
HDD,,Seagate,ST3320813AS 320GB,315,49.6,3294,https://hdd.userbenchmark.com/SpeedTest/5403/ST3320813AS,65
HDD,,Toshiba,DT01ABA300 3TB,134,69.5,4725,https://hdd.userbenchmark.com/SpeedTest/8588/TOSHIBA-DT01ABA300,64
HDD,ST2000VX002,Seagate,Surveillance 2TB,221,57.5,595,https://hdd.userbenchmark.com/SpeedTest/11181/ST2000VX002-1AH166,64
HDD,,Seagate,ST3160813AS 160GB,400,45.1,3806,https://hdd.userbenchmark.com/SpeedTest/2850/ST3160813AS,64
HDD,WD10JPVX,WD,Blue 2.5 1TB (2004),415,44.5,189832,https://hdd.userbenchmark.com/SpeedTest/3140/WDC-WD10JPVX-22JC3T0,64
HDD,,Toshiba,MK5061GSYN 500GB,480,41.4,5366,https://hdd.userbenchmark.com/SpeedTest/2032/TOSHIBA-MK5061GSYN,64
HDD,ST2000DM006,Seagate,Barracuda 2TB (2016),14,93.3,450456,https://hdd.userbenchmark.com/Seagate-Barracuda-2TB-2016/Rating/3897,63
HDD,ST1000DM003,Seagate,Barracuda 7200.14 1TB,34,89,1265173,https://hdd.userbenchmark.com/Seagate-Barracuda-720014-1TB/Rating/1849,63
HDD,WD1502FAEX,WD,Black 1.5TB (2010),163,65.8,5819,https://hdd.userbenchmark.com/SpeedTest/3664/WDC-WD1502FAEX-007BA0,63
HDD,WD5000AAKS,WD,Blue 500GB (2008),328,48.9,172297,https://hdd.userbenchmark.com/SpeedTest/1305/WDC-WD5000AAKS-00YGA0,63
HDD,,Seagate,ST3250312CS 250GB,401,45.1,2105,https://hdd.userbenchmark.com/SpeedTest/3255/ST3250312CS,62
HDD,WD5000LPVX,WD,Blue 2.5 500GB,459,42.6,62907,https://hdd.userbenchmark.com/SpeedTest/1040/WDC-WD5000LPVX-22V0TT0,62
HDD,,Seagate,ST1000VM002-1CT162 1TB,106,75.7,27571,https://hdd.userbenchmark.com/SpeedTest/11140/ST1000VM002-1CT162,61
HDD,,WD,WD10EURX 1TB,154,67,36951,https://hdd.userbenchmark.com/SpeedTest/1122/WDC-WD10EURX-73C57Y0,60
HDD,WD10EZRX,WD,Green 1TB (2011),171,64.4,115695,https://hdd.userbenchmark.com/SpeedTest/1216/WDC-WD10EZRX-00A8LB0,60
HDD,WD5000AZRX,WD,Green 500GB (2012),219,57.6,27404,https://hdd.userbenchmark.com/SpeedTest/2487/WDC-WD5000AZRX-00A8LB0,60
HDD,,Toshiba,MQ01ACF032 320GB,290,51.2,4947,https://hdd.userbenchmark.com/SpeedTest/4030/TOSHIBA-MQ01ACF032,60
HDD,WD15EARS,WD,Green 1.5TB (2010),421,44.4,28764,https://hdd.userbenchmark.com/SpeedTest/1144/WDC-WD15EARS-00MVWB0,60
HDD,,,OCZ-AGILITY3 120GB,435,43.8,99,https://hdd.userbenchmark.com/SpeedTest/2512/OCZ-AGILITY3,60
HDD,,Seagate,ST3250410AS 250GB,441,43.5,20477,https://hdd.userbenchmark.com/SpeedTest/456/ST3250410AS,60
HDD,WD5000BPVX,WD,Blue 2.5 500GB,485,41.2,929,https://hdd.userbenchmark.com/SpeedTest/14364/WDC-WD5000BPVX-00JC3T0,60
HDD,WD10EARX,WD,Green 1TB (2011),287,51.7,35361,https://hdd.userbenchmark.com/SpeedTest/2607/WDC-WD10EARX-00N0YB0,59
HDD,,Samsung,HM320HJ 320GB,378,46.2,722,https://hdd.userbenchmark.com/SpeedTest/2116/SAMSUNG-HM320HJ,59
