Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Price
HDD,WD7500BPVX,WD,Blue 2.5 750GB,408,44.9,11897,https://hdd.userbenchmark.com/SpeedTest/3028/WDC-WD7500BPVX-75JC3T0,59
HDD,,Toshiba,MQ01ABD075 750GB,442,43.5,39092,https://hdd.userbenchmark.com/SpeedTest/869/TOSHIBA-MQ01ABD075,59
HDD,WD10PURX,WD,Purple 1TB (2014),156,66.6,14709,https://hdd.userbenchmark.com/SpeedTest/14824/WDC-WD10PURX-64D85Y0,58
HDD,WD10EFRX,WD,Red 1TB (2012),157,66.5,28677,https://hdd.userbenchmark.com/SpeedTest/2832/WDC-WD10EFRX-68JCSN0,58
HDD,,WD,WD6000HLHX-01JJPV0 600GB,162,66,5453,https://hdd.userbenchmark.com/SpeedTest/1823/WDC-WD6000HLHX-01JJPV0,58
HDD,,WD,WD1001FALS-41Y6A1 1TB,215,57.8,866,https://hdd.userbenchmark.com/SpeedTest/4052/WDC-WD1001FALS-41Y6A1,58
HDD,,Samsung,HN-M101MBB 1TB,449,43,3094,https://hdd.userbenchmark.com/SpeedTest/2830/SAMSUNG-HN-M101MBB,58
HDD,,Samsung,HM641JI 640GB,567,36.5,8398,https://hdd.userbenchmark.com/SpeedTest/2867/SAMSUNG-HM641JI,58
HDD,HDWD120XZSTA,Toshiba,P300 2TB,25,90.4,72993,https://hdd.userbenchmark.com/Toshiba-P300-2TB/Rating/3590,57
HDD,HDWD120EZSTA,Toshiba,P300 2TB,25,90.4,72993,https://hdd.userbenchmark.com/Toshiba-P300-2TB/Rating/3590,57
HDD,HDWD120UZSVA,Toshiba,P300 2TB,25,90.4,72993,https://hdd.userbenchmark.com/Toshiba-P300-2TB/Rating/3590,57
HDD,,WD,WD7502ABYS-02A6B0 750GB,282,52.2,922,https://hdd.userbenchmark.com/SpeedTest/9643/WDC-WD7502ABYS-02A6B0,57
HDD,,Hitachi,HDS721010CLA632 1TB,209,58.3,11369,https://hdd.userbenchmark.com/SpeedTest/2755/Hitachi-HDS721010CLA632,56
HDD,,Hitachi,HDT721050SLA360 500GB,351,47.4,1951,https://hdd.userbenchmark.com/SpeedTest/4865/Hitachi-HDT721050SLA360,56
HDD,,Toshiba,MQ02ABF100 1TB,353,47.3,5702,https://hdd.userbenchmark.com/SpeedTest/11528/TOSHIBA-MQ02ABF100,56
HDD,,Toshiba,MQ01ABD100 1TB,377,46.2,270410,https://hdd.userbenchmark.com/SpeedTest/784/TOSHIBA-MQ01ABD100,56
HDD,ST500LX003,Seagate,Momentus XT 7200 RPM 2.5 500GB,411,44.7,1261,https://hdd.userbenchmark.com/SpeedTest/7156/ST500LX003-1AC15G,56
HDD,WD3200BEKT,WD,Black 2.5 320GB (2010),484,41.2,19581,https://hdd.userbenchmark.com/SpeedTest/35/WDC-WD3200BEKT-60V5T1,56
HDD,,Seagate,ST9320423AS 320GB,563,36.8,10447,https://hdd.userbenchmark.com/SpeedTest/131/ST9320423AS,56
HDD,ST2000DM008,Seagate,Barracuda 2TB (2018),31,89.4,345159,https://hdd.userbenchmark.com/SpeedTest/466743/ST2000DM008-2FR102,55
HDD,WD2500AAKX,WD,Blue 250GB (2010),298,50.9,45114,https://hdd.userbenchmark.com/SpeedTest/53/WDC-WD2500AAKX-753CA1,55
HDD,HTS727575A9E364,HGST,Travelstar 7K750 2.5 750GB,304,50.6,13971,https://hdd.userbenchmark.com/SpeedTest/104/Hitachi-HTS727575A9E364,55
HDD,ST95005620AS,Seagate,Momentus XT SSHD 2.5 500GB,381,46.1,10482,https://hdd.userbenchmark.com/Seagate-Momentus-XT-SSHD-25--500GB/Rating/1800,55
HDD,,Samsung,HD252HJ 250GB,445,43.2,5727,https://hdd.userbenchmark.com/SpeedTest/2959/SAMSUNG-HD252HJ,55
HDD,,Toshiba,MQ01ABD064 640GB,481,41.4,457,https://hdd.userbenchmark.com/SpeedTest/8271/TOSHIBA-MQ01ABD064,55
HDD,,Toshiba,DT01ACA100 1TB,72,81.5,658547,https://hdd.userbenchmark.com/Toshiba-DT01ACA100-1TB/Rating/2737,54
HDD,WD20EZRZ,WD,Blue 2TB (2015),161,66.1,188190,https://hdd.userbenchmark.com/WD-Blue-2TB-2015/Rating/3521,54
HDD,,Hitachi,HDS721010CLA330 1TB,191,59.8,7180,https://hdd.userbenchmark.com/SpeedTest/2095/Hitachi-HDS721010CLA330,54
HDD,,Seagate,ST1000LM010-9YH146 1TB,565,36.6,2169,https://hdd.userbenchmark.com/SpeedTest/4168/ST1000LM010-9YH146,54
HDD,WD1600BPVT,WD,Blue 2.5 160GB (2010),601,34.8,256,https://hdd.userbenchmark.com/SpeedTest/4951/WDC-WD1600BPVT-22ZEST0,54
HDD,,Hitachi,HCS5C2020ALA632 2TB,188,61,1677,https://hdd.userbenchmark.com/SpeedTest/1904/Hitachi-HCS5C2020ALA632,53
HDD,ST2000DL001,Seagate,Barracuda Green 2TB,201,59,6042,https://hdd.userbenchmark.com/SpeedTest/447/ST2000DL001-9VT156,53
HDD,,Seagate,ST2000LM003 HN-M201RAD 2TB,276,52.9,43709,https://hdd.userbenchmark.com/SpeedTest/12558/ST2000LM003-HN-M201RAD,53
HDD,ST3750525AS,Seagate,Barracuda 7200.12 750GB,293,51,2775,https://hdd.userbenchmark.com/SpeedTest/562/ST3750525AS,53
HDD,,Toshiba,MQ01ABF050 500GB,420,44.4,96608,https://hdd.userbenchmark.com/SpeedTest/2789/TOSHIBA-MQ01ABF050,53
HDD,ST1000VN002,Seagate,IronWolf 1TB (2016),91,78.6,1514,https://hdd.userbenchmark.com/Seagate-IronWolf-1TB-2016/Rating/3904,52
HDD,,Seagate,ST31000322CS 1TB,345,47.7,2175,https://hdd.userbenchmark.com/SpeedTest/6933/ST31000322CS,52
HDD,ST3500320AS,Seagate,Barracuda 7200.11 500GB,375,46.2,23592,https://hdd.userbenchmark.com/SpeedTest/137/ST3500320AS,52
HDD,,Maxtor,STM3500320AS 500GB,388,45.8,4141,https://hdd.userbenchmark.com/SpeedTest/2192/MAXTOR-STM3500320AS,52
HDD,HD154UI,Samsung,Spinpoint F2 1TB,390,45.7,26939,https://hdd.userbenchmark.com/SpeedTest/1306/SAMSUNG-HD154UI,52
HDD,,Toshiba,MQ01ABD0 500GB,426,44.3,396,https://hdd.userbenchmark.com/SpeedTest/11593/TOSHIBA-MQ01ABD0,52
HDD,,Hitachi,HTS545050A7E3800 500GB,490,41,553,https://hdd.userbenchmark.com/SpeedTest/6179/HGST-HTS545050A7E3800,52
HDD,HTS541075A9E680,HGST,Travelstar 5K1000 2.5 750GB,494,40.8,20896,https://hdd.userbenchmark.com/SpeedTest/4988/HGST-HTS541075A9E680,52
HDD,,Seagate,ST3750640AS 750GB,602,34.8,6202,https://hdd.userbenchmark.com/SpeedTest/1206/ST3750640AS,52
HDD,HTS727550A9E364,HGST,Travelstar 7K750 2.5 500GB,452,42.9,8687,https://hdd.userbenchmark.com/SpeedTest/789/Hitachi-HTS727550A9E364,51
HDD,,Toshiba,MQ01ABF032 320GB,471,42,5154,https://hdd.userbenchmark.com/SpeedTest/5425/TOSHIBA-MQ01ABF032,51
HDD,,Hitachi,HTS545050A7E680 500GB,491,40.8,50101,https://hdd.userbenchmark.com/SpeedTest/2870/HGST-HTS545050A7E680,51
HDD,HDP725032GLA360,Hitachi,Deskstar P7K500 320GB,570,36.4,5144,https://hdd.userbenchmark.com/SpeedTest/3494/Hitachi-HDP725032GLA360,51
HDD,,WD,WD1600BJKT-75F4T0 160GB,590,35.2,811,https://hdd.userbenchmark.com/SpeedTest/5905/WDC-WD1600BJKT-75F4T0,51
HDD,WD1003FBYX,WD,RE4 1TB (2010),185,61.1,16639,https://hdd.userbenchmark.com/SpeedTest/4565/WDC-WD1003FBYX-01Y7B0,50
HDD,,,WL1000GSA6472R 1TB,285,51.9,21,https://hdd.userbenchmark.com/SpeedTest/7128/WL1000GSA6472R,50
HDD,,Apple,HDD HTS545050A7E362 500GB,355,47.2,3066,https://hdd.userbenchmark.com/SpeedTest/7208/APPLE-HDD-HTS545050A7E362,50
HDD,,Seagate,STM3320418AS 320GB,392,45.6,689,https://hdd.userbenchmark.com/SpeedTest/5696/STM3320418AS,50
HDD,,Seagate,FreeAgent XTreme 1TB,394,45.5,51,https://hdd.userbenchmark.com/SpeedTest/2882/Seagate-FreeAgent-XTreme,50
HDD,,Seagate,ST500LX012-SSHD-8GB 500GB,455,42.9,919,https://hdd.userbenchmark.com/SpeedTest/12260/ST500LX012-SSHD-8GB,50
HDD,,Excelstor,Technology J9250S 250GB,532,38.9,1719,https://hdd.userbenchmark.com/SpeedTest/5045/ExcelStor-Technology-J9250S,50
HDD,,Samsung,HN-M750MBB 750GB,554,37.5,936,https://hdd.userbenchmark.com/SpeedTest/121/SAMSUNG-HN-M750MBB,50
HDD,,Seagate,ST1500DM003-9YN16G 1.5TB,89,79,4882,https://hdd.userbenchmark.com/SpeedTest/2739/ST1500DM003-9YN16G,49
HDD,,Hitachi,HDS72302 2TB,146,67.6,412,https://hdd.userbenchmark.com/SpeedTest/1223/Hitachi-HDS72302,49
HDD,ST500DM002,Seagate,Barracuda 7200.14 500GB,210,58.3,430270,https://hdd.userbenchmark.com/SpeedTest/712/ST500DM002-1BD142,49
HDD,,Hitachi,HDS5C1010CLA382 1TB,319,49.4,2178,https://hdd.userbenchmark.com/SpeedTest/1569/Hitachi-HDS5C1010CLA382,49
HDD,,WD,WD10EADX-00TDHB0 1TB,448,43.1,9616,https://hdd.userbenchmark.com/SpeedTest/1049/WDC-WD10EADX-00TDHB0,49
HDD,,Hitachi,HTS725032A9A360 320GB,479,41.4,569,https://hdd.userbenchmark.com/SpeedTest/5927/Hitachi-HTS725032A9A360,49
HDD,,WD,WD5001ABYS-01YNA0 500GB,579,35.6,915,https://hdd.userbenchmark.com/SpeedTest/5765/WDC-WD5001ABYS-01YNA0,49
HDD,,WD,WD5000AAVS-00ZTB0 500GB,580,35.6,12883,https://hdd.userbenchmark.com/SpeedTest/947/WDC-WD5000AAVS-00ZTB0,49
HDD,HDWD105XZSTA,Toshiba,HDWD105 500GB,96,78,7841,https://hdd.userbenchmark.com/SpeedTest/67919/TOSHIBA-HDWD105,48
HDD,HDWD105EZSTA,Toshiba,HDWD105 500GB,96,78,7841,https://hdd.userbenchmark.com/SpeedTest/67919/TOSHIBA-HDWD105,48
HDD,HDWD105UZSVA,Toshiba,HDWD105 500GB,96,78,7841,https://hdd.userbenchmark.com/SpeedTest/67919/TOSHIBA-HDWD105,48
HDD,,Hitachi,HDS722020ALA330 2TB,239,56.2,14470,https://hdd.userbenchmark.com/SpeedTest/1289/Hitachi-HDS722020ALA330,48
HDD,HM640JJ,Samsung,Spinpoint MP4 2.5 640GB,402,45,617,https://hdd.userbenchmark.com/SpeedTest/2214/SAMSUNG-HM640JJ,48
HDD,,Seagate,ST640LM000 HM641JI 640GB,571,36.3,1134,https://hdd.userbenchmark.com/SpeedTest/9709/ST640LM000-HM641JI,48
HDD,ST1000DX001,Seagate,Desktop SSHD 1TB,69,81.9,95813,https://hdd.userbenchmark.com/Seagate-Desktop-SSHD-1TB/Rating/1784,47
HDD,WD10PURZ,WD,Purple Surveillance 1TB (2017),147,67.6,4983,https://hdd.userbenchmark.com/SpeedTest/310059/WDC-WD10PURZ-85U8XY0,47
HDD,,Hitachi,HDS721050CLA660 500GB,238,56.3,14337,https://hdd.userbenchmark.com/SpeedTest/289/Hitachi-HDS721050CLA660,47
HDD,,Seagate,ST3500411SV 500GB,246,55.6,795,https://hdd.userbenchmark.com/SpeedTest/5943/ST3500411SV,47
HDD,,Seagate,STM3500418AS 500GB,252,55.1,7247,https://hdd.userbenchmark.com/SpeedTest/2669/STM3500418AS,47
HDD,,WD,WD5002ABYS-02B1B0 500GB,274,53,6042,https://hdd.userbenchmark.com/SpeedTest/4481/WDC-WD5002ABYS-02B1B0,47
HDD,,WD,WD5000AVDS-63U7B1 500GB,524,39.6,15645,https://hdd.userbenchmark.com/SpeedTest/3450/WDC-WD5000AVDS-63U7B1,47
HDD,,Hitachi,HDP725050GLA 500GB,548,38.1,1173,https://hdd.userbenchmark.com/SpeedTest/4070/Hitachi-HDP725050GLA,47
HDD,,Hitachi,HTS725032A9A364 320GB,550,37.9,6127,https://hdd.userbenchmark.com/SpeedTest/3403/Hitachi-HTS725032A9A364,47
HDD,,WD,WD7500AACS-00D6B0 750GB,583,35.4,3914,https://hdd.userbenchmark.com/SpeedTest/3233/WDC-WD7500AACS-00D6B0,47
HDD,,Toshiba,DT01ACA050 500GB,108,74.9,125144,https://hdd.userbenchmark.com/SpeedTest/1379/TOSHIBA-DT01ACA050,46
HDD,,Maxtor,STM3160813AS 160GB,405,44.9,994,https://hdd.userbenchmark.com/SpeedTest/7161/MAXTOR-STM3160813AS,46
HDD,WD2500AAKS,WD,Blue 250GB (2008),432,44,8692,https://hdd.userbenchmark.com/SpeedTest/2143/WDC-WD2500AAKS-00L6A0,46
HDD,,Seagate,ST9640320AS 640GB,595,35,4567,https://hdd.userbenchmark.com/SpeedTest/492/ST9640320AS,46
HDD,ST500DM009,Seagate,Barracuda 500GB (2016),62,83.4,11266,https://hdd.userbenchmark.com/Seagate-Barracuda-500GB-2016/Rating/3909,45
HDD,,Hitachi,HDT721075SLA380 750GB,297,50.9,628,https://hdd.userbenchmark.com/SpeedTest/3276/Hitachi-HDT721075SLA380,45
HDD,,Hitachi,HTS725050A9A362 500GB,391,45.7,468,https://hdd.userbenchmark.com/SpeedTest/5508/Hitachi-HTS725050A9A362,45
HDD,,Toshiba,MK7559GSXF 750GB,424,44.3,1170,https://hdd.userbenchmark.com/SpeedTest/2028/TOSHIBA-MK7559GSXF,45
HDD,,Seagate,ST500LM012 HN-M500MBB 500GB,461,42.6,40371,https://hdd.userbenchmark.com/SpeedTest/2104/ST500LM012-HN-M500MBB,45
HDD,,Seagate,ST500LM011 HM501II 500GB,497,40.6,131,https://hdd.userbenchmark.com/SpeedTest/12328/ST500LM011-HM501II,45
HDD,HTS547575A9E384,Hitachi,Travelstar 5K750 750GB,547,38.1,34947,https://hdd.userbenchmark.com/SpeedTest/1367/Hitachi-HTS547575A9E384,45
HDD,WD5000AAKX,WD,Blue 500GB (2010),275,53,415460,https://hdd.userbenchmark.com/SpeedTest/398/WDC-WD5000AAKX-001CA0,44
HDD,WD10EZRZ,WD,Blue 1TB (2015),138,68.3,42877,https://hdd.userbenchmark.com/WD-Blue-1TB-2015/Rating/3520,43
HDD,,Samsung,HD502HJ 500GB,213,58,63947,https://hdd.userbenchmark.com/SpeedTest/1184/SAMSUNG-HD502HJ,43
HDD,WD6401AALS,WD,Black 640GB (2008),306,50.3,14885,https://hdd.userbenchmark.com/SpeedTest/136/WDC-WD6401AALS-00L3B2,43
HDD,,Seagate,ST3750528AS 750GB,326,49.1,17896,https://hdd.userbenchmark.com/SpeedTest/1714/ST3750528AS,43
HDD,WD5000LPLX-00ZNTT0,WD,Black 2.5 500GB (2014),184,61.4,https://hdd.userbenchmark.com/SpeedTest/23954/WDC-WD5000LPLX-00ZNTT0,43
HDD,,Toshiba,MK7575GSX 750GB,556,37.4,6281,https://hdd.userbenchmark.com/SpeedTest/2614/TOSHIBA-MK7575GSX,43
HDD,HDWD110XZSTA,Toshiba,P300 1TB,53,84.8,210808,https://hdd.userbenchmark.com/Toshiba-P300-1TB/Rating/3589,42
HDD,HDWD110EZSTA,Toshiba,P300 1TB,53,84.8,210808,https://hdd.userbenchmark.com/Toshiba-P300-1TB/Rating/3589,42
HDD,HDWD110UZSVA,Toshiba,P300 1TB,53,84.8,210808,https://hdd.userbenchmark.com/Toshiba-P300-1TB/Rating/3589,42
HDD,,Hitachi,HTS721010A9 1TB,198,59.6,430,https://hdd.userbenchmark.com/SpeedTest/4115/HGST-HTS721010A9,42
HDD,,Samsung,HD105SI 1TB,366,46.7,4489,https://hdd.userbenchmark.com/SpeedTest/2699/SAMSUNG-HD105SI,42
HDD,ST1000DM010,Seagate,Barracuda 1TB (2016),12,94.4,837642,https://hdd.userbenchmark.com/Seagate-Barracuda-1TB-2016/Rating/3896,41
HDD,,Hitachi,HDS721050DLE630 500GB,183,61.8,8255,https://hdd.userbenchmark.com/SpeedTest/1540/Hitachi-HDS721050DLE630,41
HDD,,Hitachi,HDS721050CLA662 500GB,205,58.6,11053,https://hdd.userbenchmark.com/SpeedTest/1785/Hitachi-HDS721050CLA662,41
HDD,,Toshiba,MK1002TS 1TB,211,58.1,14,https://hdd.userbenchmark.com/SpeedTest/4326/TOSHIBA-MK1002TS,41
HDD,,WD,WD7500AALX-009BA0 750GB,214,57.8,2114,https://hdd.userbenchmark.com/SpeedTest/5152/WDC-WD7500AALX-009BA0,41
HDD,,Hitachi,HDS721050CLA360 500GB,217,57.8,11512,https://hdd.userbenchmark.com/SpeedTest/3631/Hitachi-HDS721050CLA360,41
HDD,ST1000DL002,Seagate,Barracuda Green 1TB,223,57.4,12009,https://hdd.userbenchmark.com/SpeedTest/1672/ST1000DL002-9TT153,41
HDD,,WD,WD5002AALX-00J37A0 500GB,224,57.3,10546,https://hdd.userbenchmark.com/SpeedTest/3694/WDC-WD5002AALX-00J37A0,41
HDD,,Samsung,HD254GJ 250GB,228,57,944,https://hdd.userbenchmark.com/SpeedTest/10095/SAMSUNG-HD254GJ,41
HDD,,Samsung,HD253GJ 250GB,237,56.3,3216,https://hdd.userbenchmark.com/SpeedTest/3770/SAMSUNG-HD253GJ,41
HDD,,Hitachi,HDS72202 2TB,247,55.6,207,https://hdd.userbenchmark.com/SpeedTest/9104/Hitachi-HDS72202,41
HDD,,Seagate,ST3500410AS 500GB,256,54.6,3957,https://hdd.userbenchmark.com/SpeedTest/1333/ST3500410AS,41
HDD,,WD,WD1002FBYS-02A6B0 1TB,288,51.7,20922,https://hdd.userbenchmark.com/SpeedTest/22/WDC-WD1002FBYS-02A6B0,41
HDD,,Maxtor,STM31000333AS 1TB,300,50.8,294,https://hdd.userbenchmark.com/SpeedTest/10102/MAXTOR-STM31000333AS,41
HDD,,Seagate,ST310005 28AS 1TB,311,49.8,7523,https://hdd.userbenchmark.com/SpeedTest/1219/ST310005-28AS,41
HDD,,WD,WD10JUCT-63J6SY0 1TB,314,49.6,2637,https://hdd.userbenchmark.com/SpeedTest/9459/WDC-WD10JUCT-63J6SY0,41
HDD,,WD,WD10S12X-55JTET0 1TB,360,47,634,https://hdd.userbenchmark.com/SpeedTest/12098/WDC-WD10S12X-55JTET0,41
HDD,,Maxtor,STM31000340AS 1TB,384,46,561,https://hdd.userbenchmark.com/SpeedTest/99/MAXTOR-STM31000340AS,41
HDD,,Hitachi,HDS721010KLA330 1TB,541,38.3,8336,https://hdd.userbenchmark.com/SpeedTest/2888/Hitachi-HDS721010KLA330,41
HDD,,WD,WD10TPVT-00H 1TB,543,38.3,1509,https://hdd.userbenchmark.com/SpeedTest/6175/WDC-WD10TPVT-00H,41
HDD,,Toshiba,MK6476GSXN 640GB,557,37.2,583,https://hdd.userbenchmark.com/SpeedTest/6224/TOSHIBA-MK6476GSXN,41
HDD,,WD,WD5000AVVS-63H0B1 500GB,564,36.6,8359,https://hdd.userbenchmark.com/SpeedTest/2986/WDC-WD5000AVVS-63H0B1,41
HDD,HDS723030ALA640,Hitachi,Deskstar 7K3000 3TB,133,69.6,5043,https://hdd.userbenchmark.com/Hitachi-Deskstar-7K3000-3TB/Rating/1373,40
HDD,,Hitachi,HDS721010CLA630 1TB,197,59.6,10425,https://hdd.userbenchmark.com/SpeedTest/1955/Hitachi-HDS721010CLA630,40
HDD,,WD,WD1600HLFS-60G6U2 160GB,280,52.5,3139,https://hdd.userbenchmark.com/SpeedTest/5606/WDC-WD1600HLFS-60G6U2,40
HDD,,Maxtor,S TM3320613AS 320GB,354,47.3,187,https://hdd.userbenchmark.com/SpeedTest/10528/MAXTOR-S-TM3320613AS,40
HDD,WD5001AALS,WD,Black 500GB (2008),383,46,21103,https://hdd.userbenchmark.com/SpeedTest/1199/WDC-WD5001AALS-00L3B2,40
HDD,ST500LM000,Seagate,Laptop Thin SSHD 2.5 500GB,419,44.4,31081,https://hdd.userbenchmark.com/Seagate-Laptop-Thin-SSHD-25--500GB/Rating/1803,40
HDD,WD5000LPCX,WD,Blue 2.5 500GB (2013),438,43.7,58206,https://hdd.userbenchmark.com/SpeedTest/6849/WDC-WD5000LPCX-24C6HT0,40
HDD,,WD,WD10JPCX-24UE4T0 1TB,447,43.2,34312,https://hdd.userbenchmark.com/SpeedTest/11224/WDC-WD10JPCX-24UE4T0,40
HDD,,WD,WD1600ADFS-60SLR2 160GB,531,39,353,https://hdd.userbenchmark.com/SpeedTest/10871/WDC-WD1600ADFS-60SLR2,40
HDD,,Toshiba,MK1059GSM 1TB,534,38.7,3007,https://hdd.userbenchmark.com/SpeedTest/1480/TOSHIBA-MK1059GSM,40
HDD,,Toshiba,MK3265GSX H 320GB,536,38.6,768,https://hdd.userbenchmark.com/SpeedTest/6469/TOSHIBA-MK3265GSX-H,40
HDD,,Seagate,ST640LM001 HN-M640MBB 640GB,551,37.8,955,https://hdd.userbenchmark.com/SpeedTest/2212/ST640LM001-HN-M640MBB,40
HDD,,,GB0500C4413 500GB,581,35.5,419,https://hdd.userbenchmark.com/SpeedTest/1828/GB0500C4413,40
HDD,,Maxtor,STM3320820AS 320GB,600,34.8,3970,https://hdd.userbenchmark.com/SpeedTest/1541/MAXTOR-STM3320820AS,40
HDD,WD10EZEX,WD,Blue 1TB (2012),67,82.3,2565748,https://hdd.userbenchmark.com/WD-Blue-1TB-2012/Rating/1779,39
HDD,,Apple,HDD WDC WD10EALX-408EA0 1TB,241,56.2,378,https://hdd.userbenchmark.com/SpeedTest/6944/APPLE-HDD-WDC-WD10EALX-408EA0,39
HDD,ST1000DM000,Seagate,Desktop HDD 1TB (2013),245,55.7,1669,https://hdd.userbenchmark.com/SpeedTest/3274/ST1000DM000-9TS15E,39
HDD,,WD,WD10EUCX-63YZ1Y0 1TB,255,54.9,652,https://hdd.userbenchmark.com/SpeedTest/2516/WDC-WD10EUCX-63YZ1Y0,39
HDD,,WD,WD5000AUDX-63WNHY0 500GB,259,54.4,2791,https://hdd.userbenchmark.com/SpeedTest/1793/WDC-WD5000AUDX-63WNHY0,39
HDD,,Samsung,HD102UJ 1TB,303,50.6,463,https://hdd.userbenchmark.com/SpeedTest/7223/SAMSUNG-HD102UJ,39
HDD,,,GB1000EAMYC 1TB,308,50.3,1038,https://hdd.userbenchmark.com/SpeedTest/10569/GB1000EAMYC,39
HDD,,Samsung,HD642JJ 640GB,329,48.9,10270,https://hdd.userbenchmark.com/SpeedTest/1574/SAMSUNG-HD642JJ,39
HDD,,Hitachi,HDT72101 1TB,333,48.7,218,https://hdd.userbenchmark.com/SpeedTest/4490/Hitachi-HDT72101,39
HDD,,WD,WD3202ABYS-02B7A0 320GB,337,48.5,1004,https://hdd.userbenchmark.com/SpeedTest/8044/WDC-WD3202ABYS-02B7A0,39
HDD,ST500LX005,Seagate,SSHD 500GB,395,45.4,180,https://hdd.userbenchmark.com/SpeedTest/5338/ST500LX005-1CW162,39
HDD,,Seagate,ST1000LM014-SSHD-8GB 1TB,396,45.4,13055,https://hdd.userbenchmark.com/SpeedTest/6737/ST1000LM014-SSHD-8GB,39
HDD,,WD,WD10EURS-630AB1 1TB,414,44.6,2322,https://hdd.userbenchmark.com/SpeedTest/5849/WDC-WD10EURS-630AB1,39
HDD,,Hitachi,HTS541010A9 1TB,427,44.2,311,https://hdd.userbenchmark.com/SpeedTest/6753/HGST-HTS541010A9,39
HDD,,Seagate,ST500LM000-SSHD-8GB 500GB,428,44.2,9792,https://hdd.userbenchmark.com/SpeedTest/9154/ST500LM000-SSHD-8GB,39
HDD,,WD,WD10EAVS-00D7B1 1TB,478,41.5,26496,https://hdd.userbenchmark.com/SpeedTest/256/WDC-WD10EAVS-00D7B1,39
HDD,,Seagate,ST3500514NS 500GB,206,58.4,1757,https://hdd.userbenchmark.com/SpeedTest/6066/ST3500514NS,38
HDD,,Toshiba,MQ01ACF050 500GB,267,53.6,17417,https://hdd.userbenchmark.com/SpeedTest/7527/TOSHIBA-MQ01ACF050,38
HDD,,Seagate,ST9250410AS 250GB,528,39.3,6838,https://hdd.userbenchmark.com/SpeedTest/525/ST9250410AS,37
HDD,HDP725025GLA380,Hitachi,Deskstar P7K500 250GB,539,38.5,8649,https://hdd.userbenchmark.com/SpeedTest/372/Hitachi-HDP725025GLA380,37
HDD,,Hitachi,HTS54505 500GB,559,36.9,498,https://hdd.userbenchmark.com/SpeedTest/1400/Hitachi-HTS54505,37
HDD,,Toshiba,MK5061GSY 500GB,470,42,1975,https://hdd.userbenchmark.com/SpeedTest/2829/TOSHIBA-MK5061GSY,36
HDD,,Samsung,HD200HJ 200GB,553,37.6,2466,https://hdd.userbenchmark.com/SpeedTest/1948/SAMSUNG-HD200HJ,36
HDD,HDP725040GLA360,Hitachi,Deskstar P7K500 400GB,593,35.1,616,https://hdd.userbenchmark.com/SpeedTest/5788/Hitachi-HDP725040GLA360,36
HDD,,,VB0250EAVER 250GB,350,47.5,1605,https://hdd.userbenchmark.com/SpeedTest/1098/VB0250EAVER,35
HDD,,Samsung,HD503HI 500GB,431,44.2,7061,https://hdd.userbenchmark.com/SpeedTest/4359/SAMSUNG-HD503HI,35
HDD,,Hitachi,HDT721032SLA380 320GB,436,43.7,2980,https://hdd.userbenchmark.com/SpeedTest/4609/Hitachi-HDT721032SLA380,35
HDD,,Seagate,ST500LT032-1E9142 500GB,487,41.1,1172,https://hdd.userbenchmark.com/SpeedTest/12252/ST500LT032-1E9142,35
HDD,,WD,WD1500AHFD-00RAR5 150GB,530,39.2,941,https://hdd.userbenchmark.com/SpeedTest/1770/WDC-WD1500AHFD-00RAR5,35
HDD,,Maxtor,STM3250820AS 250GB,577,35.7,2505,https://hdd.userbenchmark.com/SpeedTest/1310/MAXTOR-STM3250820AS,35
HDD,,Samsung,HM321HI 320GB,592,35.1,9599,https://hdd.userbenchmark.com/SpeedTest/2705/SAMSUNG-HM321HI,35
HDD,,Seagate,ST3500410SV 500GB,235,56.3,1582,https://hdd.userbenchmark.com/SpeedTest/1363/ST3500410SV,34
HDD,ST3500413AS,Seagate,Barracuda 7200.12 500GB,265,53.8,88219,https://hdd.userbenchmark.com/SpeedTest/1134/ST3500413AS,34
HDD,,Samsung,HD502IJ 500GB,418,44.5,19481,https://hdd.userbenchmark.com/SpeedTest/111/SAMSUNG-HD502IJ,34
HDD,,Hitachi,HTS725050A9A360 500GB,472,42,1092,https://hdd.userbenchmark.com/SpeedTest/416/Hitachi-HTS725050A9A360,34
HDD,,Toshiba,MK6459GSX 640GB,542,38.3,222,https://hdd.userbenchmark.com/SpeedTest/1212/TOSHIBA-MK6459GSX,34
HDD,,WD,WD5000AACS-00ZUB0 500GB,566,36.6,19443,https://hdd.userbenchmark.com/SpeedTest/1623/WDC-WD5000AACS-00ZUB0,34
HDD,HD501LJ,Samsung,Spinpoint T166 500GB,586,35.2,35581,https://hdd.userbenchmark.com/SpeedTest/946/SAMSUNG-HD501LJ,34
HDD,HD753LJ,Samsung,Spinpoint F1 750GB,443,43.4,19992,https://hdd.userbenchmark.com/SpeedTest/1245/SAMSUNG-HD753LJ,33
HDD,,Hitachi,HCS5C1010CLA382 1TB,322,49.2,2006,https://hdd.userbenchmark.com/SpeedTest/3428/Hitachi-HCS5C1010CLA382,32
HDD,WD3200LPVX,WD,Blue 2.5 320GB,546,38.3,4686,https://hdd.userbenchmark.com/SpeedTest/3840/WDC-WD3200LPVX-75V0TT0,32
